G_ID,GDAY_DS,VISIT_KEY,HOME_KEY,HEADER_NO,GWEEK,STADIUM,ACG
20210630OBHH0,20210630,OB,HH,0,수,대전,1
20210630SSSK1,20210630,SS,SK,1,수,문학,1
20210630SSSK2,20210630,SS,SK,2,수,문학,1
20210701KTLG0,20210701,KT,LG,0,목,잠실,1
20210701LTWO0,20210701,LT,WO,0,목,고척,1
20210701NCHT0,20210701,NC,HT,0,목,광주,1
20210701OBHH0,20210701,OB,HH,0,목,대전,1
20210701SSSK0,20210701,SS,SK,0,목,문학,1
20210702HHLG0,20210702,HH,LG,0,금,잠실,1
20210702LTSK0,20210702,LT,SK,0,금,문학,1
20210702OBHT0,20210702,OB,HT,0,금,광주,1
20210702SSNC0,20210702,SS,NC,0,금,창원,1
20210702WOKT0,20210702,WO,KT,0,금,수원,1
20210704HHLG0,20210704,HH,LG,0,일,잠실,1
20210704LTSK0,20210704,LT,SK,0,일,문학,1
20210704OBHT0,20210704,OB,HT,0,일,광주,1
20210704SSNC0,20210704,SS,NC,0,일,창원,1
20210704WOKT0,20210704,WO,KT,0,일,수원,1
20210705HHLG0,20210705,HH,LG,0,월,잠실,1
20210705LTSK0,20210705,LT,SK,0,월,문학,1
20210705WOKT0,20210705,WO,KT,0,월,수원,1
20210706NCOB0,20210706,NC,OB,0,화,잠실,1
20210706SKWO0,20210706,SK,WO,0,화,고척,1
20210707HTHH0,20210707,HT,HH,0,수,대전,1
20210707NCOB0,20210707,NC,OB,0,수,잠실,1
20210707SKWO0,20210707,SK,WO,0,수,고척,1
20210708KTSS0,20210708,KT,SS,0,목,대구,1
20210708SKWO0,20210708,SK,WO,0,목,고척,1
20210709HHSK0,20210709,HH,SK,0,금,문학,1
20210709KTHT0,20210709,KT,HT,0,금,광주,1
20210709LTSS0,20210709,LT,SS,0,금,대구,1
20210710HHSK0,20210710,HH,SK,0,토,문학,1
20210710LTSS0,20210710,LT,SS,0,토,대구,1
20210711HHSK0,20210711,HH,SK,0,일,문학,1
20210711KTHT0,20210711,KT,HT,0,일,광주,1
20210711LTSS0,20210711,LT,SS,0,일,대구,1
20210810HHHT0,20210810,HH,HT,0,화,광주,2
20210810KTWO0,20210810,KT,WO,0,화,고척,2
20210810LTNC0,20210810,LT,NC,0,화,창원,2
20210810OBSS0,20210810,OB,SS,0,화,대구,2
20210810SKLG0,20210810,SK,LG,0,화,잠실,2
20210811HHHT0,20210811,HH,HT,0,수,광주,2
20210811KTWO0,20210811,KT,WO,0,수,고척,2
20210811LTNC0,20210811,LT,NC,0,수,창원,2
20210811OBSS0,20210811,OB,SS,0,수,대구,2
20210811SKLG0,20210811,SK,LG,0,수,잠실,2
20210812HHHT0,20210812,HH,HT,0,목,광주,2
20210812KTWO0,20210812,KT,WO,0,목,고척,2
20210812LTNC0,20210812,LT,NC,0,목,창원,2
20210812OBSS0,20210812,OB,SS,0,목,대구,2
20210812SKLG0,20210812,SK,LG,0,목,잠실,2
20210813HTSK0,20210813,HT,SK,0,금,문학,2
20210813LTLG0,20210813,LT,LG,0,금,잠실,2
20210813NCHH0,20210813,NC,HH,0,금,대전,2
20210813OBWO0,20210813,OB,WO,0,금,고척,2
20210813SSKT0,20210813,SS,KT,0,금,수원,2
20210814HTSK0,20210814,HT,SK,0,토,문학,2
20210814LTLG0,20210814,LT,LG,0,토,잠실,2
20210814NCHH0,20210814,NC,HH,0,토,대전,2
20210814OBWO0,20210814,OB,WO,0,토,고척,2
20210814SSKT0,20210814,SS,KT,0,토,수원,2
20210815HTSK0,20210815,HT,SK,0,일,문학,2
20210815LTLG0,20210815,LT,LG,0,일,잠실,2
20210815NCHH0,20210815,NC,HH,0,일,대전,2
20210815OBWO0,20210815,OB,WO,0,일,고척,2
20210815SSKT0,20210815,SS,KT,0,일,수원,2
20210817HTOB0,20210817,HT,OB,0,화,잠실,2
20210817LGKT0,20210817,LG,KT,0,화,수원,2
20210817NCSK0,20210817,NC,SK,0,화,문학,2
20210817SSHH0,20210817,SS,HH,0,화,대전,2
20210817WOLT0,20210817,WO,LT,0,화,사직,2
20210818HTOB0,20210818,HT,OB,0,수,잠실,2
20210818LGKT0,20210818,LG,KT,0,수,수원,2
20210818NCSK0,20210818,NC,SK,0,수,문학,2
20210818SSHH0,20210818,SS,HH,0,수,대전,2
20210818WOLT0,20210818,WO,LT,0,수,사직,2
20210819HTOB0,20210819,HT,OB,0,목,잠실,2
20210819LGKT0,20210819,LG,KT,0,목,수원,2
20210819NCSK0,20210819,NC,SK,0,목,문학,2
20210819SSHH0,20210819,SS,HH,0,목,대전,2
20210819WOLT0,20210819,WO,LT,0,목,사직,2
20210820HHOB0,20210820,HH,OB,0,금,잠실,2
20210820KTLT0,20210820,KT,LT,0,금,사직,2
20210820LGNC0,20210820,LG,NC,0,금,창원,2
20210820SKSS0,20210820,SK,SS,0,금,대구,2
20210820WOHT0,20210820,WO,HT,0,금,광주,2
20210821HHOB0,20210821,HH,OB,0,토,잠실,2
20210821KTLT0,20210821,KT,LT,0,토,사직,2
20210821LGNC0,20210821,LG,NC,0,토,창원,2
20210821SKSS0,20210821,SK,SS,0,토,대구,2
20210821WOHT0,20210821,WO,HT,0,토,광주,2
20210822HHOB0,20210822,HH,OB,0,일,잠실,2
20210822KTLT0,20210822,KT,LT,0,일,사직,2
20210822LGNC0,20210822,LG,NC,0,일,창원,2
20210822SKSS0,20210822,SK,SS,0,일,대구,2
20210822WOHT0,20210822,WO,HT,0,일,광주,2
20210825HHWO0,20210825,HH,WO,0,수,고척,2
20210825LTHT0,20210825,LT,HT,0,수,광주,2
20210825OBNC0,20210825,OB,NC,0,수,창원,2
20210825SKKT0,20210825,SK,KT,0,수,수원,2
20210825SSLG0,20210825,SS,LG,0,수,잠실,2
20210826HHWO0,20210826,HH,WO,0,목,고척,2
20210826LTHT0,20210826,LT,HT,0,목,광주,2
20210826OBNC0,20210826,OB,NC,0,목,창원,2
20210826SKKT0,20210826,SK,KT,0,목,수원,2
20210826SSLG0,20210826,SS,LG,0,목,잠실,2
20210827HHWO0,20210827,HH,WO,0,금,고척,2
20210827LTHT0,20210827,LT,HT,0,금,광주,2
20210827OBNC0,20210827,OB,NC,0,금,창원,2
20210827SKKT0,20210827,SK,KT,0,금,수원,2
20210827SSLG0,20210827,SS,LG,0,금,잠실,2
20210828HTSK0,20210828,HT,SK,0,토,문학,2
20210828NCHH0,20210828,NC,HH,0,토,대전,2
20210828OBLT0,20210828,OB,LT,0,토,사직,2
20210828SSKT0,20210828,SS,KT,0,토,수원,2
20210828WOLG0,20210828,WO,LG,0,토,잠실,2
20210829HTSK0,20210829,HT,SK,0,일,문학,2
20210829NCHH0,20210829,NC,HH,0,일,대전,2
20210829OBLT0,20210829,OB,LT,0,일,사직,2
20210829SSKT0,20210829,SS,KT,0,일,수원,2
20210829WOLG0,20210829,WO,LG,0,일,잠실,2
20210831HTOB0,20210831,HT,OB,0,화,잠실,2
20210831KTHH0,20210831,KT,HH,0,화,대전,2
20210831LGLT0,20210831,LG,LT,0,화,사직,2
20210831NCSK0,20210831,NC,SK,0,화,문학,2
20210831WOSS0,20210831,WO,SS,0,화,대구,2
20210901HTOB0,20210901,HT,OB,0,수,잠실,2
20210901KTHH0,20210901,KT,HH,0,수,대전,2
20210901LGLT0,20210901,LG,LT,0,수,사직,2
20210901NCSK0,20210901,NC,SK,0,수,문학,2
20210901WOSS0,20210901,WO,SS,0,수,대구,2
20210902HHLT0,20210902,HH,LT,0,목,사직,2
20210902KTWO0,20210902,KT,WO,0,목,고척,2
20210902NCLG0,20210902,NC,LG,0,목,잠실,2
20210902OBSK0,20210902,OB,SK,0,목,문학,2
20210902SSHT0,20210902,SS,HT,0,목,광주,2
20210903HHLT0,20210903,HH,LT,0,금,사직,2
20210903KTWO0,20210903,KT,WO,0,금,고척,2
20210903NCLG0,20210903,NC,LG,0,금,잠실,2
20210903OBSK0,20210903,OB,SK,0,금,문학,2
20210903SSHT0,20210903,SS,HT,0,금,광주,2
20210904HTHH0,20210904,HT,HH,0,토,대전,2
20210904KTLG0,20210904,KT,LG,0,토,잠실,2
20210904LTNC0,20210904,LT,NC,0,토,창원,2
20210904OBSS0,20210904,OB,SS,0,토,대구,2
20210904SKWO0,20210904,SK,WO,0,토,고척,2
20210905HTHH0,20210905,HT,HH,0,일,대전,2
20210905KTLG0,20210905,KT,LG,0,일,잠실,2
20210905LTNC0,20210905,LT,NC,0,일,창원,2
20210905OBSS0,20210905,OB,SS,0,일,대구,2
20210905SKWO0,20210905,SK,WO,0,일,고척,2
20210907HHNC0,20210907,HH,NC,0,화,창원,2
20210907HTKT0,20210907,HT,KT,0,화,수원,2
20210907LGSK0,20210907,LG,SK,0,화,문학,2
20210907LTSS0,20210907,LT,SS,0,화,대구,2
20210907WOOB0,20210907,WO,OB,0,화,잠실,2
20210908HHNC0,20210908,HH,NC,0,수,창원,2
20210908HTKT0,20210908,HT,KT,0,수,수원,2
20210908LGSK0,20210908,LG,SK,0,수,문학,2
20210908LTSS0,20210908,LT,SS,0,수,대구,2
20210908WOOB0,20210908,WO,OB,0,수,잠실,2
20210909HHLG0,20210909,HH,LG,0,목,잠실,2
20210909HTWO0,20210909,HT,WO,0,목,고척,2
20210909KTSS0,20210909,KT,SS,0,목,대구,2
20210909OBNC0,20210909,OB,NC,0,목,창원,2
20210909SKLT0,20210909,SK,LT,0,목,사직,2
20210910HHLG0,20210910,HH,LG,0,금,잠실,2
20210910HTWO0,20210910,HT,WO,0,금,고척,2
20210910KTSS0,20210910,KT,SS,0,금,대구,2
20210910OBNC0,20210910,OB,NC,0,금,창원,2
20210910SKLT0,20210910,SK,LT,0,금,사직,2
20210911LGOB0,20210911,LG,OB,0,토,잠실,2
20210911NCHT0,20210911,NC,HT,0,토,광주,2
20210911SKKT0,20210911,SK,KT,0,토,수원,2
20210911SSHH0,20210911,SS,HH,0,토,대전,2
20210911WOLT0,20210911,WO,LT,0,토,사직,2
20210912LGOB0,20210912,LG,OB,0,일,잠실,2
20210912NCHT0,20210912,NC,HT,0,일,광주,2
20210912SKKT0,20210912,SK,KT,0,일,수원,2
20210912SSHH0,20210912,SS,HH,0,일,대전,2
20210912WOLT0,20210912,WO,LT,0,일,사직,2
20210914HHSK0,20210914,HH,SK,0,화,문학,2
20210914KTOB0,20210914,KT,OB,0,화,잠실,2
20210914LGSS0,20210914,LG,SS,0,화,대구,2
20210914LTHT0,20210914,LT,HT,0,화,광주,2
20210914WONC0,20210914,WO,NC,0,화,창원,2
20210915HHSK0,20210915,HH,SK,0,수,문학,2
20210915KTOB0,20210915,KT,OB,0,수,잠실,2
20210915LGSS0,20210915,LG,SS,0,수,대구,2
20210915LTHT0,20210915,LT,HT,0,수,광주,2
20210915WONC0,20210915,WO,NC,0,수,창원,2
20210916HHWO0,20210916,HH,WO,0,목,고척,2
20210916HTSS0,20210916,HT,SS,0,목,대구,2
20210916LGNC0,20210916,LG,NC,0,목,창원,2
20210916LTKT0,20210916,LT,KT,0,목,수원,2
20210916SKOB0,20210916,SK,OB,0,목,잠실,2
20210917HHWO0,20210917,HH,WO,0,금,고척,2
20210917HTSS0,20210917,HT,SS,0,금,대구,2
20210917LGNC0,20210917,LG,NC,0,금,창원,2
20210917LTKT0,20210917,LT,KT,0,금,수원,2
20210917SKOB0,20210917,SK,OB,0,금,잠실,2
20210918HTLG0,20210918,HT,LG,0,토,잠실,2
20210918KTNC0,20210918,KT,NC,0,토,창원,2
20210918LTHH0,20210918,LT,HH,0,토,대전,2
20210918OBWO0,20210918,OB,WO,0,토,고척,2
20210918SSSK0,20210918,SS,SK,0,토,문학,2
20210919HTLG0,20210919,HT,LG,0,일,잠실,2
20210919KTNC0,20210919,KT,NC,0,일,창원,2
20210919LTHH0,20210919,LT,HH,0,일,대전,2
20210919OBWO0,20210919,OB,WO,0,일,고척,2
20210919SSSK0,20210919,SS,SK,0,일,문학,2
20210921KTHT0,20210921,KT,HT,0,화,광주,2
20210921LGHH0,20210921,LG,HH,0,화,대전,2
20210921NCOB0,20210921,NC,OB,0,화,잠실,2
20210921SSLT0,20210921,SS,LT,0,화,사직,2
20210921WOSK0,20210921,WO,SK,0,화,문학,2
20210922KTHT0,20210922,KT,HT,0,수,광주,2
20210922LGHH0,20210922,LG,HH,0,수,대전,2
20210922NCOB0,20210922,NC,OB,0,수,잠실,2
20210922SSLT0,20210922,SS,LT,0,수,사직,2
20210922WOSK0,20210922,WO,SK,0,수,문학,2
20210923HHKT0,20210923,HH,KT,0,목,수원,2
20210923LTSK0,20210923,LT,SK,0,목,문학,2
20210923NCWO0,20210923,NC,WO,0,목,고척,2
20210923OBHT0,20210923,OB,HT,0,목,광주,2
20210923SSLG0,20210923,SS,LG,0,목,잠실,2
20210924HHKT0,20210924,HH,KT,0,금,수원,2
20210924LTSK0,20210924,LT,SK,0,금,문학,2
20210924NCWO0,20210924,NC,WO,0,금,고척,2
20210924OBHT0,20210924,OB,HT,0,금,광주,2
20210924SSLG0,20210924,SS,LG,0,금,잠실,2
20210925HHOB0,20210925,HH,OB,0,토,잠실,2
20210925LGKT0,20210925,LG,KT,0,토,수원,2
20210925LTWO0,20210925,LT,WO,0,토,고척,2
20210925NCSS0,20210925,NC,SS,0,토,대구,2
20210925SKHT0,20210925,SK,HT,0,토,광주,2
20210926HHOB0,20210926,HH,OB,0,일,잠실,2
20210926LGKT0,20210926,LG,KT,0,일,수원,2
20210926LTWO0,20210926,LT,WO,0,일,고척,2
20210926NCSS0,20210926,NC,SS,0,일,대구,2
20210926SKHT0,20210926,SK,HT,0,일,광주,2
20210928HTNC0,20210928,HT,NC,0,화,창원,2
20210928LTLG0,20210928,LT,LG,0,화,잠실,2
20210928OBKT0,20210928,OB,KT,0,화,수원,2
20210928SKSS0,20210928,SK,SS,0,화,대구,2
20210928WOHH0,20210928,WO,HH,0,화,대전,2
20210929HTNC0,20210929,HT,NC,0,수,창원,2
20210929LTLG0,20210929,LT,LG,0,수,잠실,2
20210929OBKT0,20210929,OB,KT,0,수,수원,2
20210929SKSS0,20210929,SK,SS,0,수,대구,2
20210929WOHH0,20210929,WO,HH,0,수,대전,2
20210930HHSS0,20210930,HH,SS,0,목,대구,2
20210930KTLT0,20210930,KT,LT,0,목,사직,2
20210930OBLG0,20210930,OB,LG,0,목,잠실,2
20210930SKNC0,20210930,SK,NC,0,목,창원,2
20210930WOHT0,20210930,WO,HT,0,목,광주,2
20211001HHSS0,20211001,HH,SS,0,금,대구,2
20211001KTLT0,20211001,KT,LT,0,금,사직,2
20211001OBLG0,20211001,OB,LG,0,금,잠실,2
20211001SKNC0,20211001,SK,NC,0,금,창원,2
20211001WOHT0,20211001,WO,HT,0,금,광주,2
20211002HHHT0,20211002,HH,HT,0,토,광주,2
20211002KTSK0,20211002,KT,SK,0,토,문학,2
20211002LGWO0,20211002,LG,WO,0,토,고척,2
20211002NCLT0,20211002,NC,LT,0,토,사직,2
20211002SSOB0,20211002,SS,OB,0,토,잠실,2
20211003HHHT0,20211003,HH,HT,0,일,광주,2
20211003KTSK0,20211003,KT,SK,0,일,문학,2
20211003LGWO0,20211003,LG,WO,0,일,고척,2
20211003NCLT0,20211003,NC,LT,0,일,사직,2
20211003SSOB0,20211003,SS,OB,0,일,잠실,2
20211005HTLT0,20211005,HT,LT,0,화,사직,2
20211005NCKT0,20211005,NC,KT,0,화,수원,2
20211005OBHH0,20211005,OB,HH,0,화,대전,2
20211005SKLG0,20211005,SK,LG,0,화,잠실,2
20211005SSWO0,20211005,SS,WO,0,화,고척,2
20211006HTLT0,20211006,HT,LT,0,수,사직,2
20211006NCKT0,20211006,NC,KT,0,수,수원,2
20211006OBHH0,20211006,OB,HH,0,수,대전,2
20211006SKLG0,20211006,SK,LG,0,수,잠실,2
20211006SSWO0,20211006,SS,WO,0,수,고척,2
20211007LGHT0,20211007,LG,HT,0,목,광주,2
20211007LTOB0,20211007,LT,OB,0,목,잠실,2
20211007SKHH0,20211007,SK,HH,0,목,대전,2
20211007SSNC0,20211007,SS,NC,0,목,창원,2
20211007WOKT0,20211007,WO,KT,0,목,수원,2
20211008LGHT0,20211008,LG,HT,0,금,광주,2
20211008LTOB0,20211008,LT,OB,0,금,잠실,2
20211008SKHH0,20211008,SK,HH,0,금,대전,2
20211008SSNC0,20211008,SS,NC,0,금,창원,2
20211008WOKT0,20211008,WO,KT,0,금,수원,2
NULL,NULL,HT,HH,0,NULL,대전,2
NULL,NULL,HT,HH,0,NULL,대전,2
NULL,NULL,HT,HH,0,NULL,대전,2
NULL,NULL,LG,HH,0,NULL,대전,2
NULL,NULL,LG,HH,0,NULL,대전,2
NULL,NULL,LG,HH,0,NULL,대전,2
NULL,NULL,OB,HH,0,NULL,대전,2
NULL,NULL,SS,HH,0,NULL,대전,2
NULL,NULL,KT,HT,0,NULL,광주,2
NULL,NULL,NC,HT,0,NULL,광주,2
NULL,NULL,OB,HT,0,NULL,광주,2
NULL,NULL,SK,HT,0,NULL,광주,2
NULL,NULL,SS,HT,0,NULL,광주,2
NULL,NULL,SS,HT,0,NULL,광주,2
NULL,NULL,SS,HT,0,NULL,광주,2
NULL,NULL,WO,HT,0,NULL,광주,2
NULL,NULL,HH,KT,0,NULL,수원,2
NULL,NULL,HH,KT,0,NULL,수원,2
NULL,NULL,NC,KT,0,NULL,수원,2
NULL,NULL,NC,KT,0,NULL,수원,2
NULL,NULL,NC,KT,0,NULL,수원,2
NULL,NULL,SK,KT,0,NULL,수원,2
NULL,NULL,KT,LG,0,NULL,잠실,2
NULL,NULL,KT,LG,0,NULL,잠실,2
NULL,NULL,WO,LG,0,NULL,잠실,2
NULL,NULL,WO,LG,0,NULL,잠실,2
NULL,NULL,WO,LG,0,NULL,잠실,2
NULL,NULL,HH,LT,0,NULL,사직,2
NULL,NULL,HH,LT,0,NULL,사직,2
NULL,NULL,HH,LT,0,NULL,사직,2
NULL,NULL,HT,LT,0,NULL,사직,2
NULL,NULL,HT,LT,0,NULL,사직,2
NULL,NULL,KT,LT,0,NULL,사직,2
NULL,NULL,LG,LT,0,NULL,사직,2
NULL,NULL,LG,LT,0,NULL,사직,2
NULL,NULL,LG,LT,0,NULL,사직,2
NULL,NULL,LG,LT,0,NULL,사직,2
NULL,NULL,SK,LT,0,NULL,사직,2
NULL,NULL,SK,LT,0,NULL,사직,2
NULL,NULL,SK,LT,0,NULL,사직,2
NULL,NULL,HT,NC,0,NULL,창원,2
NULL,NULL,HT,NC,0,NULL,창원,2
NULL,NULL,HT,NC,0,NULL,창원,2
NULL,NULL,HT,NC,0,NULL,창원,2
NULL,NULL,KT,NC,0,NULL,창원,2
NULL,NULL,LG,NC,0,NULL,창원,2
NULL,NULL,LG,NC,0,NULL,창원,2
NULL,NULL,OB,NC,0,NULL,창원,2
NULL,NULL,SK,NC,0,NULL,창원,2
NULL,NULL,SS,NC,0,NULL,창원,2
NULL,NULL,SS,NC,0,NULL,창원,2
NULL,NULL,HH,OB,0,NULL,잠실,2
NULL,NULL,HT,OB,0,NULL,잠실,2
NULL,NULL,HT,OB,0,NULL,잠실,2
NULL,NULL,KT,OB,0,NULL,잠실,2
NULL,NULL,KT,OB,0,NULL,잠실,2
NULL,NULL,KT,OB,0,NULL,잠실,2
NULL,NULL,LG,OB,0,NULL,잠실,2
NULL,NULL,LG,OB,0,NULL,잠실,2
NULL,NULL,LG,OB,0,NULL,잠실,2
NULL,NULL,LG,OB,0,NULL,잠실,2
NULL,NULL,LT,OB,0,NULL,잠실,2
NULL,NULL,NC,OB,0,NULL,잠실,2
NULL,NULL,KT,SK,0,NULL,문학,2
NULL,NULL,LT,SK,0,NULL,문학,2
NULL,NULL,LT,SK,0,NULL,문학,2
NULL,NULL,OB,SK,0,NULL,문학,2
NULL,NULL,OB,SK,0,NULL,문학,2
NULL,NULL,OB,SK,0,NULL,문학,2
NULL,NULL,OB,SK,0,NULL,문학,2
NULL,NULL,KT,SS,0,NULL,대구,2
NULL,NULL,KT,SS,0,NULL,대구,2
NULL,NULL,WO,SS,0,NULL,대구,2
NULL,NULL,WO,SS,0,NULL,대구,2
NULL,NULL,WO,SS,0,NULL,대구,2
NULL,NULL,WO,SS,0,NULL,대구,2
NULL,NULL,KT,WO,0,NULL,고척,2
NULL,NULL,NC,WO,0,NULL,고척,2
NULL,NULL,NC,WO,0,NULL,고척,2
NULL,NULL,NC,WO,0,NULL,고척,2
NULL,NULL,SS,WO,0,NULL,고척,2
